ESGN,class
requested bank issue letter guarantee baht 2088 million guarantee construction maintenance world utilities acres development committee,0
see bank brief garantie baht 2088 million garantie construction maintenance official utilities land development committee,0
see bank brief garantie baht 2088 million garantie construction maintenance official utilities land development committee,0
constructed fifth warehouse bangpakong steels stock future expansion industrial knife production heat treatments capacity,0
constructed fifth warehouse bangpakong steels stock future expansion industrial knife production heat treatments capacity,0
"building of brazing warehouse bangpakong steel stock, expansion industrial knife production warm treatment capacity.",0
"building of braze warehouse bangpakong steel stock, expansion industrial knife production warm treatment capacity.",0
restore rehabilitate forest areas achieve biodiversity serve carbon absorption areas,1
restore rehabilitate afforest domain achieve biodiversity serve carbon absorption domain,1
regeneration and rehabilitation of forest areas to reach the biological diversity of the co2 - absorption areas.,1
regeneration and rehabilitation of afforest areas to reach the biological diversity of the co2 - absorption areas.,1
planting near waterfront order maintain soil surface collapsing creating biodiversity serving routes living organisms,1
planting near waterfront order maintain soil surface collapsing creating biodiversity serving routes living organisms,1
"planting in the vicinity of the water to maintain the surface flat that collapses, the biological variety demands the living organisms on the route.",1
"planting in the vicinity of the water to maintain the surface flat that collapses, the biological variety requirement the living organisms on the route.",1
shall ensure shareholders fundamental rights prescribed laws equal right profit sharing right receive adequate news information company timely manner etc shall facilitate encourage shareholders especially institutional group attend exercise voting rights shareholders meetings,3
shall ensure shareholders fundamental rights prescribed laws equal right profit sharing right receive adequate news information company seasonable manner etc shall facilitate encourage shareholders particularly institutional group attend exercise voting rights shareholders meetings,3
"guaranteeing the fundamental rights of the aktionare as prescribed by law, the same right to gain right to conduct appropriate news information in good time etc. encourage aktionare particularly institutional group to exercise the voting rights of aktionars assembly.",3
"guaranteeing the fundamental right of the aktionare as prescribed by law, the same right to gain right to conduct appropriate news information in good time etc. encourage aktionare particularly institutional group to exercise the voting right of aktionars assembly.",3
change refrigerator touchscreen door panel control opening door eases consumers saves energy,1
change refrigerator touchscreen door gore control opening door comfort consumers saves energy,1
kettle touchscreen - turkish control ffn tur simplifies the energy saving of the consumers.,1
kettle touchscreen - turkish curb ffn tur simplifies the energy save of the consumers.,1
promotion energy conservation e energy conservation encouraging design energyefficient products modification machinery manufacturing process higher operation efficiency reduction greenhouse gas emission logistics staff shuttle bus activities,1
promotion energy conservation e energy conservation encouraging design energyefficient products modification machinery manufacturing process higher operation efficiency reduction greenhouse gas emission logistics staff shuttle bus activities,1
reduction of energy saving e energy saving encouraging conception energy-efficient products reduction of mechanical engineering processes higher operating efficiency reduction of greenhouse gas emissions logistical transport bus activity activities.,1
reduction of energy saving e energy saving encouraging conception energy-efficient merchandise reduction of mechanical engineering swear_out higher operating efficiency reduction of greenhouse gas emissions logistical transport bus activity activities.,1
company continues emphasize improvement quality medical services benefit satisfaction patrons,2
company continues emphasize improvement quality aesculapian services benefit expiation patrons,2
will continue to improve the quality medical services utilize customer satisfaction.,2
will continue to improve the quality medical military_service utilize customer satisfaction.,2
promotes conscientious merit business competence employees encourages actively public service,2
promotes conscientious merit business competence employees encourages actively public service,2
Responsible performance company competence collaborators actively calls for the public service.,2
Responsible carrying_out society competence collaborators actively calls for the public service.,2
promote managers supervisors safety leaders demonstrate caring employees contractors,2
boost coach supervisors safety leaders demonstrate caring employees contractors,2
for the reduction of managers supervision safety managers demonstrate carefree employees entrepreneurs,2
for the reduction of manager supervision safety manager present carefree employees entrepreneurs,2
prior meeting commencement company secretary informed meeting meeting quorum votecasting votecounting methods meeting agenda according laws company regulations,3
prior meeting commencement company secretary informed meeting meeting quorum votecasting votecounting methods meeting agenda according laws company regulation,3
stimmabgabe stimmabgabe Methoden sitzung tagesordnung nach gesetz gesellschaftsordnung (Gesellschaftsordnung).,3
stimmabgabe stimmabgabe Methoden sitzung tagesordnung nach gesetz gesellschaftsordnung (Gesellschaftsordnung).,3
knowledge management crucial tool drive unit collect exchange knowledge experience continuously systematically,2
knowledge management crucial tool drive unit collect exchange knowledge experience ceaselessly systematically,2
management management critical driving unit to continuously exchange knowledge experience systematically.,2
management management critical driving building_block to continuously exchange knowledge experience systematically.,2
company reused plastic containers readytoeat food production factories,1
company reused plastic container readytoeat food production factories,1
re-use of plastic holders for the production of food products,1
re-use of plastic holder for the production of food product,1
employee training averaged 71 hours employee compared target 40 hours employee,2
employee training averaged 71 hours employee compared target 40 hours employee,2
training on average 71 hours of co-workers compared to target 40 hours of co-workers,2
training on average 71 60_minutes of co-workers compared to target XL 60_minutes of co-workers,2
forest fi management water resource control fi prevention strips dissemination knowledge villagers minimize impacts forest fi res neighboring countries cambodia,1
forest fi management water resource control fi prevention strips dissemination knowledge villagers minimize impacts forest fi res neighboring countries Cambodia,1
"forest fi management water resource control fi prevention strips dissemination knowledge villagers minimize impacts forest fi res, landers cambodia.",1
"forest fi management water resource check fi prevention dismantle dissemination knowledge villagers minimize impacts forest fi res, landers cambodia.",1
company firmly believes fair trade developing unique purchasing guideline considers partners demonstrates promising responsibilities society environment human rights lawfulness,2
company firmly believes fair trade developing unique purchasing guideline believe partners demonstrates promising responsibilities society environment man rights lawfulness,2
Trust firmly believes fair trade developing unique purchasing guideline considers partners demonstrating promising responsibilities society environment human rights justice.,2
Trust firmly believes fair trade train unique purchasing guideline considers partners demonstrate promising responsibilities society environment human rights justice.,2
create supporting factors learning learning management system lms quality standard region learning form digital classroom,2
create bear factors learning learning management system lms timber standard region learning form digital classroom,2
learning learning learning learning management system lms qualitatstandard region digital classroom learning classroom.,2
learning learning learning learning management system lumen qualitatstandard region digital classroom learning classroom.,2
reviewed existing measures prevention workrelated illnesses especially operators production process higher chances exposure hazardous substances,2
refresh existing measures prevention workrelated sickness especially operators production process higher chances exposure hazardous substances,2
"Measures to prevent work-related diseases, especially of operators of production processes, greater risk of exposure to hazardous substances.",2
"Measures to prevent work-related diseases, especially of operators of production processes, cracking risk of exposure to hazardous substances.",2
conducted annual blood donation campaign collaboration national blood center thai red cross society 20 years,2
conducted annual blood donation fight collaboration national blood center thai red cross society 20 years,2
annual annual blood donation kampagne co-operation national blood center thai red cross society 20 years.,2
annual annual blood donation kampagne co-operation national blood center thai red cross order 20 years.,2
rise intense competition uncertainty new expectations imposed business organization,0
rise intense competition uncertainty new expectations imposed business organization,0
"wet competition uncertainty, new expectations imposed on business organization",0
"wet competition uncertainty, new expectations imposed on commercial_enterprise organization",0
internal reports sign violation laws regulations procedures cabinet resolutions announcement directives relating ptts businesses management informed responsible units ordered actions,3
internal reports sign violation laws regulations procedures cabinet resolutions announcement directives relating ptts businesses management informed creditworthy unit ordered actions,3
Administrative Courts of Appeals in charge of the management of ptts responsible persons ordered measures to be taken in connection with the management of ptts responsible persons.,3
Administrative Courts of Appeals in charge of the management of ptts responsible somebody ordered measures to be taken in connexion with the management of ptts responsible persons.,3
response challenges change society economy environment,0
answer challenges change society economy environment,0
an answer to the demands of the society borders on the social environment.,0
Associate_in_Nursing answer to the demands of the society borders on the social environment.,0
defined social responsibility csr approach support ptt group sustainable framework committing corporate citizenship values stewardship society communities major groups stakeholders operating sites wellbeing ptt aims raise,2
defined social responsibility csr come_near support ptt grouping sustainable framework committing corporate citizenship values stewardship society communities major groups stakeholders operating sites wellbeing ptt aims raise,2
social responsibility csr - subsidising ptt group sustainable framework commitment corporate citizenship value stewardship community communities group members stakeholder group structuring sites well-placed sites ptt aims to raise social responsibility csr.,2
social responsibility csr - subsidize ptt group sustainable framework commitment corporate citizenship value stewardship community communities group members stakeholder group structuring sites well-placed sites ptt aims to raise social responsibility csr.,2
2018 company plan expand sales channel cooperating sales companies country accelerate sales increase market share consistent policy expanding export markets company lower growth rate previous year countries malaysia change tax system taxes goods services gst sales service taxes,0
2018 company plan expand sales channel cooperating sales companies country accelerate sales increase market share consistent insurance_policy expanding export markets company lower ontogeny rate previous year countries malaysia change tax system taxes goods services gst sales service taxes,0
2018 Company plan expand sales channel cooperating sales companies country accelerate sales increase market share consistent policy expanding export markets company lower growth rate previous year countries Malaysia countries change tax system goods services gst sales service taxes gst sales service taxes.,0
2018 Company plan expand sales channel cooperating sales companies country accelerate sales increase market share consistent policy expanding export markets company lower growth rate previous yr countries Malaysia countries change tax system goods service gst sales service taxes gst sales service taxes.,0
awarded 6excellent7 corporate governance scoring thai institute directors 6iod7 consecutive years confirming dedication business operation social environment responsibility good corporate governance basis utmost benefit sustainability parties,3
awarded 6excellent7 corporate governance scoring thai institute directors 6iod7 consecutive years confirming dedication business operation social environment responsibility good corporate governance basis utmost gain sustainability parties,3
6excellent7 corporate governance assessment thai institute directors 6iod7 consecutive years of bestatigen engagement business operating social environment responsibility good corporate governance basis high-strong use sustainability partien.,3
6excellent7 corporate governance assessment thai institute directors 6iod7 consecutive years of bestatigen engagement business operating social environment responsibility good corporate governance basis high-strong manipulation sustainability partien.,3
companys employees extremely valuable asset essential contributions companys achievement goals result company policy treat employees fairly respects including employment opportunity remunerations promotion professional development,2
companys employees extremely valuable asset essential contributions companys achievement goals result company policy treat employees fairly respects including employment opportunity remunerations promotion professional development,2
staff with employees in addition to valuable contribution substantial company achievement goals company policy employees fair respect including employment opportunities discount for reduction professional development development.,2
staff with employees in addition to valuable contribution substantial company achievement goals company policy employees fair respect including employment opportunities discount for simplification professional development development.,2
ensuring shareholders enjoy rights exercise rights equitable manner buying selling shares receiving dividends receiving adequate timely complete information bank easily accessible channels,3
ensuring shareholders enjoy rights exercise rights just manner buying selling shares receiving dividends receiving adequate apropos complete information bank easily accessible channels,3
"to ensure that you enjoy rights of action right just to buy right of right sale shares that receive dividends, the suitably complete information bank easy to access canal easy to access.",3
"to ensure that you enjoy rights of process right just to buy right of right sale shares that receive dividends, the suitably complete information bank easy to access canal easy to access.",3
strengthen target industries bring economic prosperity local community,2
strengthen target industries land economic prosperity local community,2
Increasing target industries bring economic prosperity to local community,2
increase target industries bring economic prosperity to local community,2
business approach based strong commitment creating safe working environment people consideration physical emotional health,2
business approach based strong commitment create safe working environment people consideration physical emotional health,2
a company approach on the basis of a strong engagement for the creation of a secure working environment for people's health and physical and emotional aspects.,2
a company approach on the basis of a strong engagement for the creation of a procure working environment for people's health and physical and emotional aspects.,2
global oil supply surged 2018 topthree producers   united states russia saudi arabia growing ahead demand,0
global oil supply surged 2018 topthree producers combine states Russia saudi arabia growing ahead demand,0
long bid rose in 2018 top - three - producers usa russia saudi - arabia growing demand.,0
long bid rose in 2018 top - deuce-ace - producers usa russia Saudi - arabia growing demand.,0
following table shows breakdown capacities,0
follow table shows breakdown capacities,0
Subsequent table shows the breakdown of the capacities.,0
subsequent remit shows the breakdown of the capacities.,0
products gc group received carbon footprint products cfp label 2014 carbon footprint reduction cfr label thailand greenhouse gas management organization public organization ministry natural resources environment,1
products gc group received carbon footprint products cfp label 2014 carbon footprint reduction cfr label Thailand greenhouse gas management organization public organization ministry natural resources surround,1
gc group received carbon footprint products cfp label 2014 carbon footprint reduction cfr label thailand greenhouse gas management organization public organization ministry natural resources environment environment ministry natural resources environment.,1
gc group received carbon footprint products cfp label 2014 carbon footprint reduction cfr label thailand greenhouse gas management organization public organization ministry natural resource environment environment ministry natural resource environment.,1
counter trend increase sales volume,0
sideboard trend increase sales volume,0
to increase sales volume in line with the trend.,0
to gain sales bulk in line with the trend.,0
smit policy equitably fairly treat trading partners taking consithe company shall demand receive pay improper benefits trading partnersderation companys interest basis mutual benefit,2
smit policy equitably fairly treat trading partners taking consithe company shall demand receive pay improper benefits trading partnersderation companys interest basis mutual welfare,2
"withmit policy treat fair trade partners who require business partnership, receive unreasonable benefits trade partnership companies interest base mutual use basis mutual.",2
"withmit policy treat fair trade partners who require business partnership, receive unreasonable benefits trade partnership companies interest base mutual use basis mutual.",2
communicate campaign continuously monitor compliance violations life saving rules,2
communicate campaign continuously monitor compliance violations life_story saving rules,2
communication channel continuously monitoring the observance of the rules of life-saving.,2
communication channel continuously monitoring the observance of the rules of life-saving.,2
handling climate change energy consumption management policy numerous projects campaigns conserve energy enhance efficiency energy use,1
handling climate alter energy consumption management policy numerous projects campaigns conserve energy enhance efficiency energy use,1
"Climate change management - energy consumption management - policy numerous projects cascading energy efficiency, energy efficiency and energy use.",1
"Climate change management - energy consumption management - policy numerous projects cascading energy efficiency, energy efficiency and energy use.",1
ensure minimum vocs emissions atmosphere,1
ensure minimum vocs emissions ambiance,1
to ensure minimum emission of pollutants in the atmosphere.,1
to check minimum emission of pollutants in the atmosphere.,1
scg effort reduce usage water external sources optimizing manufacturing processes increasing water recycling percentage developing water consuming products,1
scg effort reduce usage water external sources optimizing manufacturing processes increasing water recycling pct developing water consuming products,1
scg reduction of the use of water external quenching optimization of production processes increase the percentage rate of the water recycling development of products used in the water supply.,1
scg reduction of the use of water external quenching optimisation of production processes increase the percentage rate of the water recycling development of products used in the water supply.,1
company recognises following code conduct executives employees necessary sustainability achievement company long term,3
company recognises following codification conduct executives employees necessary sustainability achievement company long term,3
recognize following code of conduct driving forces necessary sustainability performance in the long term.,3
recognize following code of conduct driving push necessary sustainability performance in the long term.,3
audit committee considered endorsed annual audit plan internal audit work unit,3
audit committee considered endorsed annual audit plan home audit work unit,3
"Verification and approval of the annual report by the Committee on Industry, External Trade, Research and Energy.",3
"Verification and approval of the annual report by the Committee on Industry, External Trade, Research and Energy.",3
shall ensure notice meeting thai english sent shareholders 21 days prior meeting date posted companys website 30 days prior meeting date,3
shall ensure notice meeting thai english sent shareowner twenty-one days prior meeting date posted companys website 30 days prior meeting date,3
the notice of the meeting thai english sent aktionare 21 days before the date of incorporation published the company's website 30 days before the date of incorporation.,3
the notice of the meeting thai english sent aktionare 21 days before the date of incorporation published the company's internet_site 30 days before the date of incorporation.,3
company promptly efficiently address issue arising operation affects environment community fully cooperate government sector concerned agencies,1
company promptly efficiently address issue arising mental_process affects environment community fully cooperate government sector refer agencies,1
immediately efficient losing problem occur operation clocked environment community fully co-operation government sector affected agents.,1
immediately efficient losing problem occur operation clocked environment community fully co-operation government sector stirred agents.,1
company aware responsibility assigning importance rights bias equal treatment shareholders companys duty protect rights interests shareholders including right receive dividends right receive relevant information regularly timely fashion,3
company aware responsibility assigning importance rights bias equal treatment shareholders companys tariff protect rights interests shareholders include right receive dividends right receive relevant information regularly timely fashion,3
Person aware responsibility assigning importance rights bias equal treatment shareholders companys duty protect rights interests shareholders including right receive dividends right receive relevant information regularly timely fashion fashion.,3
Person aware responsibility assigning importance right bias equal treatment shareholders companys duty protect right involvement shareholders including right receive dividends right receive relevant information regularly timely fashion fashion.,3
ensure disclosure financial integrity,3
ensure disclosure fiscal integrity,3
to ensure the disclosure of financial integrity,3
to ensure the revealing of financial unity,3
company provided minor shareholders opportunity nominate candidates appointed company directors annual shareholders general meeting advance according criteria specified company details displayed company website heading investor relations   shareholder information shareholders meeting,3
company provided nonaged shareholders opportunity nominate candidates appointed company director annual shareholders general meeting advance according criteria specified company details displayed company website heading investor relations shareholder information shareholders meeting,3
company offers small shareholders the possibility to nominate candidates nominated company directors annual meeting of the shareholders prior to the company details defined according to criteria displayed website of the company investor relations aktionars information aktionars assembly.,3
caller offers small shareholders the possibility to nominate candidates nominated caller directors annual meeting of the shareholders prior to the caller details defined according to criteria displayed website of the caller investor relations aktionars information aktionars assembly.,3
company firmly committed uphold practice stipulated laws relating anticorruption thailand strictly instructing company directors management members company employees engage condone encourage act alleged corruption practices form directly indirectly enforceable business categories departments concerned,3
company firmly committed uphold practice stipulated laws relating anticorruption thailand strictly instructing company directors management members company employees engage condone further act alleged corruption practices form directly indirectly enforceable business categories departments concerned,3
Confidentiality firmly committed to the practice stipulated laws relating to anticorruption thailand strict instruction company directors management members company employees engage condone encourage act alleged corruption practices form directly indirectly enforceable business categories concerned departments concerned.,3
Confidentiality firmly committed to the practice stipulated laws relating to anticorruption thailand strict instruction company directors management members company employees engage condone encourage act alleged corruption practices form directly indirectly enforceable business class concerned departments concerned.,3
company abides fair competition rules,3
company abide fair competition rules,3
Stop at fair competition rules,3
Stop atomic_number_85 fair competition rules,3
person assigned complaints information confidential disclose information deemed necessary taking consideration safety possible damages complainant persons cooperating investigation,3
person assigned complaints information confidential disclose information deemed necessary take consideration safety possible damages complainant persons cooperating investigation,3
"Persons responsible for the processing of personal data and for the processing of personal data. Persons responsible for the processing of personal data and for the purposes of data protection, data protection, data protection, data protection, etc.",3
"Persons responsible for the processing of personal data and for the processing of personal data. Persons responsible for the processing of personal data and for the role of data protection, data protection, data protection, data protection, etc.",3
thai wacoal continuously conducted works activities energy conservation control promotion support measures higher efficient energy usage,1
thai wacoal continuously conducted works activities energy conservation control promotion support mensurate higher effective energy usage,1
wai wacoal continuously implemented factory activities energy saving control demand forder measures higher efficiency of energy use.,1
wai wacoal continuously implemented factory activities energy saving control demand forder measures high efficiency of energy use.,1
research develop alternative energy technology concept circular economy key strategy,1
research develop alternative energy applied_science concept circular economy key strategy,1
development of alternative energy technology concept circular economy final strategy,1
development of alternative energy engineering concept broadsheet economy final strategy,1
majority revenue farm business swine broiler,0
majority revenue farm job swine broiler,0
Maintenance of income: pig-farming,0
alimony of income: pig-farming,0
initiated internal campaign reduce plastic bottle waste major environmental problem thailand planned replicate success network create positive ripple effects,1
initiated internal campaign reduce plastic bottle waste major environmental problem thailand planned replicate success network create positive ripple effects,1
Initiated internal kampagne to reduce plastic bottles dropping big environmental problem thaiand planned recapture of the success netwerk create positive ripple effects.,1
Initiated internal kampagne to reduce plastic bottles dropping big environmental job thaiand planned recapture of the success netwerk create positive ripple effects.,1
companys website shareholders interested download financial information company profile meeting information wwwsahamitcoth inquiries email infosahamitcoth,3
company website shareholder interested download financial information company profile meeting information wwwsahamitcoth inquiries email infosahamitcoth,3
company website interested download financial information company profile meeting information wwwsahamitcoth inquiries email infosahamitcoth enquiries infosahamitcoth.,3
company website interested download financial information company profile meeting information wwwsahamitcoth inquiries email infosahamitcoth enquiries infosahamitcoth.,3
products feedstock industrial processes detailed chart,0
products feedstock industrial process detailed chart,0
product feedstock industrial processes detailed diagram,0
product feedstock industrial processes detail diagram,0
factors negative impact households workers businesses unable respond rapidly,0
constituent negative impact households workers business unable respond rapidly,0
factors negative effects on budget workers do not have the resources to react quickly.,0
factors negative effects on budget workers do non have the resource to react quickly.,0
thai wacoal manages operations wacoal eco system ensure safe environment friendly operations,1
thai wacoal manages operations wacoal eco system ensure secure surroundings friendly operations,1
rai wacoal manages operations wacoal eco system ensure safe environment friendly operations.,1
rai wacoal manages operations wacoal eco system ensure safe surroundings well-disposed operations.,1
  company aware importance disclosing information investors accuracy transparency accessibility,3
company aware importance disclosing information investors accuracy transparency availability,3
know how important the disclosure of information investors exactness transparency transparency.,3
have_intercourse how important the disclosure of information investors exactness transparency transparency.,3
company informed shareholders resolution convene shareholders meeting 48 days prior said meeting date march 6 2018 allow shareholders sufficient time plan meeting attendance,3
company informed shareholders resolution convene shareholders meet 48 days prior said meet date demonstrate 6 2018 allow shareholders sufficient time plan meet attendance,3
Company informed aktionare resolution convened aktionars meeting 48 days before the date of said meeting 6 marz 2018 allow aktionaren sufficient time plan siting absence.,3
Company informed aktionare resolution convened aktionars meeting 48 days before the date of said meeting 6 marz 2018 earmark aktionaren sufficient time plan siting absence.,3
adopted new logo reinforce accelerating growth opportunities strategy,0
adopted new logo reinforce accelerating growth opportunities strategy,0
new logo reinforces the strategy to speed up growth opportunities.,0
new logo reinforces the scheme to speed up growth opportunities.,0
expand production bases current businesses products,0
expand production foundation current business products,0
expansion of production sites for up-to-date products,0
expansion of production baby-sit for up-to-date products,0
private hospitals plans expand customer base customers high health insurance coverage foreign customers potential afford high costs infertile,0
private hospitals plans expand customer base customers senior_high health insurance coverage foreign customers potential afford senior_high costs infertile,0
Private hospital plan clients clients high health insurance cover foreign customers potential high costs infertile,0
Private hospital plan clients clients high health insurance cover foreign client potential high costs infertile,0
rollout human rights management system 2017 ptt reviewed risk aspects human rights covering business operations 73 group companies 29 countries,2
rollout human right_field management system 2017 ptt reviewed risk aspects human right_field covering business operations 73 group companies 29 country,2
implementation of the human rights management system 2017 ptt on risk aspects of human rights in business 73 group companies 29 lander enterprises.,2
implementation of the human right management system 2017 ptt on risk aspects of human right in business 73 group companies 29 lander enterprises.,2
information ptt performance fi nancial statements reports fi led set found wwwset orth ptts website happiness magazine debenture holders quarterly newsletter ptt bizway common shareholders,3
information ptt performance fi nancial statements reports fi led set found wwwset orth ptts website happiness magazine debenture holders quarterly newsletter ptt bizway common shareholders,3
ptt performance fi nancial statements reports fi led set found wwwset orth ptts website happiness magazine debenture holders quarterly newsletter ptt bizway common shareholders.,3
ptt performance fi nancial statements reports fi led set found wwwset orth ptts site happiness magazine debenture holders quarterly newsletter ptt bizway common shareholders.,3
information affect banks share price influence investors decisions affect rights shareholders immediately disclosed public stock exchange thailand,3
information affect banks share price influence investors decisiveness affect rights shareholders immediately disclosed public fund exchange thailand,3
Information influences the share price of the bank influence the decisions of investors right shareholders immediately disclosed disclosed borse thaiande borse.,3
Information influence the share price of the bank influence the conclusion of investors right shareholders immediately disclosed disclosed borse thaiande borse.,3
company provides slit reels standard sizes converted reams paper customers requests,0
company offer slit reels standard sizes convert reams paper customers requests,0
Companya offers standard sized slot rolls converted cardboard to meet customer requirements.,0
Companya offers standard sized slot rolls converted cardboard to meet customer requirements.,0
process published royal gazette,0
appendage published royal gazette,0
publication of the daily newsletter.,0
publishing of the daily newsletter.,0
early detection elimination basic risks gi liver diseases essential,0
early detection elimination basic risks gi liver diseases essential,0
gi liver disease essential,0
gi liver disease requirement,0
company secretary assigned function compliance unit supervise oversee operation company directors executives ensure correctly complied regulations set sec public company limited act related laws,3
company secretary assigned run compliance unit supervise supervise operation company directors executives ensure correctly complied regulations set sec public company limited act related laws,3
Business secretary assigned function compliance unit supervise operation company directors executives ensure correct complied regulations set sec public company limited act related laws.,3
Business secretary assigned function compliance unit supervise operation company directors executive ensure correct complied regulations set sec public company limited act related laws.,3
said employee benefit obligation discounted projected unit credit method presents noncurrent liabilities,0
said employee benefit obligation discounted contrive unit credit method present noncurrent liabilities,0
"a) a ( b ) c ) d ) d ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ) e ( e ) e ) e, e ) e ( e ) e ) e, e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ) e.",0
"a) A ( b ) c ) D ) D ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ) e ( e ) e ) e, e ) e ( e ) e ) e, e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ( e ) e ) e ) e.",0
set scb academy enhance people capabilities prepare changing roles,2
set scb academy enhance people capabilities prepare changing role,2
scb academy personal skills strong preparation for changing rollers.,2
scb academy personal skills strong preparation for changing rollers.,2
mr chansin treenuchagron received outstanding erdc award executive relationship development course erdc   class 1z,2
mr chansin treenuchagron meet outstanding erdc award administrator relationship development course erdc class 1z,2
mr chansin treenuchagron has been awarded erdc award executive relationship development course erdc class 1z.,2
Mr chansin treenuchagron have been awarded erdc award executive relationship development course erdc class 1z.,2
company director resigning position term completion required submit hisher resignation letter company resignation coming effect date said submission,3
company director resigning stance term completion required submit hisher resignation letter company resignation coming effect date said submission,3
Director resigning position term completion required submit hisher resignation letter company resignation coming into effect date said submission said submission.,3
Director resigning position term completion required submit hisher resignation letter fellowship resignation coming into effect date said submission said submission.,3
selected member dow jones sustainability indices djsi,2
selected extremity dow Jones sustainability indices djsi,2
member are dow jones sustainability indices djsi,2
member be dow jones sustainability indices djsi,2
children wear product enfant added export market abroad focusing asia countries asean economic community aec,0
children wear product enfant add export market abroad focalisation asia countries asean economic community aec,0
children carry product enfant added export - market in outland concentrate Asian landers asean economic community aec economic community.,0
children carry product enfant added export - market in outland concentrate Asian landers asean economic community AEC economic community.,0
ptt collaboration related sectors determined develop forest area core linkage conservation natural resources sustainable development modality benefi t economy society environment,1
ptt collaboration related sectors determined develop forest field core linkage conservation natural resource sustainable development modality benefi t economy society environment,1
satt co-operation related sectors established development forest cores maintenance natural resources sustainable development modalitat benefi t economic society environment environment.,1
satt co-operation related sectors established development wood cores maintenance natural imagination sustainable development modalitat benefi t economic society environment environment.,1
ptt conducted environmental research studies 24 projects 19 local research studies,1
ptt conducted environmental search studies 24 projects 19 local search studies,1
ptt has carried out environmental research studies 24 projects 19 local research studies.,1
ptt has carried out environmental research studies twenty-four projects 19 local research studies.,1
companys audit committee board consists 4 independent directors,3
companys audit citizens_committee board consists quaternary independent directors,3
the audit-comitee consists of 4 independent directors.,3
the audit-comitee consist of 4 freelancer directors.,3
maintain increase competitive advantage project max enhance operational marketing excellence,0
maintain increase competitive advantage project easy_lay enhance operational marketing excellence,0
competition advantage projektmax improvement of operational marketing - excellence.,0
competition advantage projektmax improvement of operational marketing - excellence.,0
installed intelligent flow control system ifc track monitor energy consumption air compressor improved power factor electricity able save electricity expenses,1
installed intelligent flow control system ifc track monitor energy consumption air compressor improved power factor electricity able save electricity expenses,1
"Installed intelligent flow control ifc track monitoring energy consumption air - compressor improved power factor electricitate in the location, saving electricity costs.",1
"Installed intelligent flow control ifc track monitoring energy consumption air - compressor improved power factor electricitate in the location, salvage electricity costs.",1
product service development meet demand consumer segment,0
product service development fitting demand consumer segment,0
product - service - development to satisfy demand consumer segment,0
product - armed_service - development to satisfy necessitate consumer segment,0
assets acquired finance leases depreciation carried useful life leased asset,0
assets acquired finance lease depreciation carried useful life leased asset,0
"Mortgage assets acquired, finance leases depreciation paid for duration of leased mortgage assets rented.",0
"mortgage assets acquired, finance leases depreciation paid for duration of charter mortgage assets rented.",0
2018 companys environmental management policy dedicate create activity better society sustainable communicated publicized according internal external communication regulations covers stakeholders company,1
2018 companys environmental management policy dedicate create activeness better companionship sustainable communicated publicized according internal external communication regulations covers stakeholders company,1
2018 undertakes environment - management - politics activeitating better society sustainably communicated openly according to internal external communication regulations includes stakeholder companies.,1
2018 undertakes environment - management - politics activeitating secure society sustainably communicated openly according to internal external communication regulations includes stakeholder companies.,1
visiting people nearby communities month create good relationship people community,2
visiting people nearby communities month create in_effect relationship people community,2
visit of the people in the nearby community to create good relation to the people of their community.,2
visit of the people in the nearby residential_area to create good coition to the people of their community.,2
company aims create client satisfaction confidence focusing improving quality products pursuant standard quality management systems,2
company aims create client satisfaction authority focusing better quality products pursuant standard quality management systems,2
target customers trust customer satisfaction to focus on improving the quality of the products according to standard - quality management - systems.,2
target customer intrust customer satisfaction to focus on improving the quality of the products according to standard - quality management - systems.,2
products environmentalfriendly ways requiring feedstock contributing greenhouse gas emission reduction renewable material instead fossilbased easily degradable,1
products environmentalfriendly ways requiring feedstock contributing greenhouse gas emission reduction renewable material or_else fossilbased easy degradable,1
"products environmentally friendly methods require feedstock to reduce greenhouse gas emissions, renewable material instead of fossil base, easily degradable.",1
"products environmentally friendly methods require feedstock to reduce greenhouse gas emissions, renewable material instead of fossil base, easily degradable.",1
apply quoted market price active market measure assets liabilities required measured fair value relevant financial reporting standards,0
