ESGN,class
water-related risk reduction means integrated water management cooperation policies.,1
water-related risk reduction means incorporate water management cooperation policies.,1
reducing impacts fossil fuel use controlling emissions legal standards,1
melt_off impacts fossil fuel use controlling emissions legal standard,1
Reducing the effects of fossil fuel consumption control of emissions legislation,1
Reducing the effects of fogey fuel consumption ensure of emissions legislation,1
shifting new technology equipment machineries enhance water use efficiency,1
shifting newly technology equipment machineries enhance water use efficiency,1
relocating new technologies to improve water-use efficiency.,1
relocating new technologies to meliorate water-use efficiency.,1
honors obligations business partners integrity implements transparent fair procurement process accordance banks procurement rules guidelines,1
pureness obligations business partners integrity implements transparent fair procurement process accordance banks procurement rules guidelines,1
"mutual obligations partner integritat conducts transparent, fair procurement processes in accordance with the bank's procurement guidelines in accordance with the bank's procurement guidelines.",1
"mutual obligations partner integritat conducts transparent, fair procurement processes in conformity with the bank's procurement guidelines in conformity with the bank's procurement guidelines.",1
seeks invest good growth operate existing new businesses home overseas offer growth good returns investment,1
seeks invest good growth operate existing fresh businesses home overseas offer growth good deliver investment,1
aims to invest good growth existing new companies in ubersee offer growth good returns investment investment in ubersee.,1
aims to invest good growth existing new companies in ubersee offer growth good returns investment investment in ubersee.,1
company posted information website wwwmitsubishikyecom giving details procedure method consideration clear transparent manner,1
company posted information website wwwmitsubishikyecom giving details procedure method consideration clear transparent manner,1
companya published information website wwwmitsubishikyecom give details procedures method inspection clearly transparent wise one.,1
companya published information website wwwmitsubishikyecom give details procedures method review clearly transparent overbold one.,1
strong performance past years accompanied significant expansion assets,1
strong performance past age accompanied significant expansion asset,1
strong performance of the past years accompanied significant expansion activities.,1
strong carrying_into_action of the past years accompanied significant enlargement activities.,1
create awareness understanding employees business partners stakeholders enhance cooperation lesser energy consumption,1
make awareness understanding employees business spouse stakeholders enhance cooperation lesser energy consumption,1
Creating awareness to understand co-workers stakeholder improve co-operation lower energy consumption.,1
Creating cognizance to understand co-workers stakeholder improve co-operation low energy consumption.,1
sales revenue decreased cost sales decreased higher rate compared sales revenue,1
sales revenue decreased cost sales decreased higher rate compare sales revenue,1
Orders cost sales order higher rate compared to sales flow.,1
Orders cost sales order higher place compared to sales flow.,1
conducting business nature material competition company subsidiaries staff employee salaried advisor hold 1 total shares voting rights company business nature material competition company subsidiaries,1
conducting business nature material competitor company subsidiaries staff employee salaried advisor hold 1 total shares voting rights company business nature material competitor company subsidiaries,1
"Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors.",1
"Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors, Contractors.",1
18 september 2017 debenture holders exercised option principal equaling baht 1560 million company paid early redemption price baht 1656 million 106152 principal baht 1560 million,1
XVIII september 2017 debenture holders exercised option corpus equaling baht 1560 million company paid early redemption price baht 1656 million 106152 corpus baht 1560 million,1
<unk>. september 2017 debenture holders exercised option principal equaling baht 1560 million company paid early redemption price baht 1656 million 106152 principal baht 1560 million.,1
<unk>. september 2017 debenture holders exercised option principal equaling baht 1560 million company paid early redemption damage baht 1656 million 106152 principal baht 1560 million.,1
company directors executives employees perform duties responsibly prudently earnestly honestly accordance relevant laws company articles notifications,1
company directors executives employees do duties responsibly prudently seriously honestly accordance relevant laws company articles notifications,1
Members of the Board of Directors are responsible and seriously obligated to act in accordance with the rules of the Association in accordance with the provisions of the Articles of Association.,1
Members of the control_panel of managing_director are responsible and seriously obligated to act in accordance with the rules of the Association in accordance with the provisions of the Articles of Association.,1
presentation financial statements,2
presentation financial affirmation,2
prasentation of the financial statement,2
prasentation of the fiscal statement,2
audit committee reviewed important information quarterly financial statements annual financial report fiscal year 2018 explanation given inquiries significant points external auditor finance manager company expressed opinion companys financial statements accurate complete adequate reliable disclosure information following generally accepted accounting standards,2
audit committee review important information quarterly financial statements annual financial report fiscal year 2018 explanation given inquiries significant points external auditor finance manager company expressed opinion companys financial statements accurate utter adequate reliable disclosure information following generally accepted accounting standards,2
Committee reviewed important information quarterly financial statements annual financial report fiscal 2018 explanation given inquiries significant points external auditor finance manager company expressed opinion companys financial statements accurate adequate reliable disclosure information following generally accepted accounting standards following generally accepted accounting standards.,2
Committee reviewed important information quarterly fiscal statements annual fiscal report fiscal 2018 explanation given inquiries significant points extraneous auditor finance manager company expressed opinion companys fiscal statements accurate adequate reliable disclosure information following generally accepted accounting standards following generally accepted accounting standards.,2
set definite target reduce greenhouse gas emissions accordance paris agreement mean rise global temperature 2 degrees scenarios,2
set definite target reduce greenhouse gas emissions accordance paris agreement mean rise global temperature 2 degrees scenarios,2
a target reduction of greenhouse gas emissions according to the average output of the planetary temperature increase of 2 degrees Celsius.,2
angstrom target reduction of greenhouse gas emissions according to the average output_signal of the planetary temperature increase of 2 degrees Celsius.,2
deals plastic waste thailands seas turning raw material creating valueadded,2
deals formative ravage thailands seas turning raw material creating valueadded,2
plastic waste thailands sea raw materials change value.,2
plastic waste thailands sea raw material change value.,2
recognized statement financial position include trade current payables liabilities financial lease agreements,2
recognized statement financial position include trade current payables liabilities financial lease agreements,2
Financial reporting of the Group's financial position covers commercial commitments to finance leasing contracts.,2
Financial reporting of the Group's financial situation covering_fire commercial commitments to finance leasing contracts.,2
product offers diversity models number doors capacity freezer options match consumers usage preferences allow accessibility convenience timesaving choices storage shelf compartment,2
product offers diversity models number doors capacity freezer options match consumers usage preferences allow accessibility convenience timesaving alternative storage shelf compartment,2
"production line offers multifarious models with capacity, capacity and freezer options adapt to the needs of the consumer, allowing convenience, comfort, time saving choices, space-saving selections.",2
"production line offers multifarious models with capacity, capacity and freezer options adapt to the needs of the consumer, allowing convenience, comfort, time saving choices, space-saving selections.",2
systematically employed philosophy resource management sustainable development,2
systematically apply philosophy resource management sustainable development,2
applied philosophy applied resource management sustainable development,2
applied philosophical_system applied resource management sustainable development,2
company place additional preventive measures reduce probability severity transportrelated accidents incidents factories,2
company place extra preventive measures reduce probability inclemency transportrelated accidents incidents factories,2
companies take additional preventive measures to reduce the probability of serious accidental traffic accidents.,2
companies take extra preventive measures to reduce the probability of serious accidental traffic accidents.,2
financial statements prepared historical cost basis following items,2
financial statements set_up historical cost basis following item,2
Disclaimer on historical cost basis after post.,2
disclaimer on historical be basis after post.,2
case subsidiaries listed stock exchange thailand company policy subsidiaries set aside profit reserves prescribed law cash reserves deemed necessary operations business reserves allocated subsidiaries allocate remaining profit dividends shareholders,2
case subsidiaries listed stock exchange thailand company policy subsidiaries set aside profit reserves prescribed law cash reserves deemed necessary operations line reserves allocated subsidiaries allocate remaining profit dividends shareholders,2
Group companies listed stock exchange thailand company policy subsidiaries set aside profit reserves prescribed law cash reserves deemed necessary operations business reserves allocated subsidiaries allocate remaining profit dividends shareholders.,2
Group companies listed stock exchange Thailand company policy subsidiaries set aside profit reserves prescribed law cash reserves deemed necessary operations business reserves apportion subsidiaries allocate remaining profit dividends shareholders.,2
controlling odor effect nearby communities,2
controlling odor effect nearby community,2
Climbing of odour in nearby communities,2
Climbing of aroma inward nearby communities,2
december 31 2018 cpf paidup capital baht 8611242385 comprising 8611242385 shares market capitalization baht 211837 million,2
december 31 2018 cpf paidup chapiter baht 8611242385 comprising 8611242385 shares market capitalization baht 211837 million,2
"December 31, 2018 cpf payment capital baht 8611242385 consisting of 8611242385 shares market capitalization baht 211837 mio.",2
"December 31, 2018 cpf requital majuscule baht 8611242385 consisting of 8611242385 shares market capitalization baht 211837 mio.",2
world society facing major changes result advancement technology especially digital technology social media,2
world guild facing major changes outcome advancement technology especially digital technology social media,2
geo-society with great results progress technology above all digital technology social media.,2
geo-society with great results progress technology above totally digital technology social media.,2
goal activities promote good health employees contributes efficiency work,2
goal activities promote good health employees contributes efficiency work,2
zielactivities demand good health co-workers carrying efficiency work,2
zielactivities demand good health co-worker carrying efficiency work,2
classifies investments securities trading securities availableforsale securities heldtomaturity securities general investments investments subsidiaries associate,2
relegate investiture securities trading securities availableforsale securities heldtomaturity securities general investiture investiture subsidiaries associate,2
"Classifies securities for sale for commercial use, securities for mature held securities general securities investments investment subsidiary companies.",2
"Classifies surety for sale for commercial use, surety for mature held surety general surety investments investment subsidiary companies.",2
system implemented broiler business value chain,2
system_of_rules implemented broiler business value chain,2
implementation of a new value chain for the broiler industry,2
implementation of a new value Chain for the broiler industry,2
sizeable investment life insurance subsidiary,2
sizeable investment life indemnity subsidiary,2
investment - life insurance company,2
investiture - life_sentence insurance company,2
private consumption rose increase consumption tax,2
private consumption spring_up increase consumption tax,2
Electricity consumption rises the consumption tax,2
electricity phthisis rises the phthisis tax,2
case regular meetings meeting schedule shall set advance annually inform director november year,2
case regular meetings match schedule shall set advance annually inform director november year,2
to inform director november year after year of regular meetings.,2
to inform director november year afterward year of regular meetings.,2
company selected animal feed formulations right nutrient support animal growth,2
company selected animal feed formulations veracious nutrient support animal growth,2
Supply-selected feed formulations correct nutrients support animal growth.,2
Supply-selected feed formulations correct nutrients support fauna growth.,2
information comprises information included annual report,2
information comprises information let_in annual report,2
Information includes information contained in the annual report,2
entropy includes information contained in the annual story,2
protect environment setting quality standard wastewater air emission environment 20 lower specified law respectively having warning system automatically stop discharge wastewater environment case water quality meet standard timely corrective action taken,2
protect environment setting quality standard wastewater air emission environment 20 lower particularize law respectively having warning system automatically stop discharge wastewater environment case water quality meet standard timely corrective action taken,2
quality of environmental protection waste water air emissions environment 20 lower specified law or warning system automatically stop waste water disposal water quality water quality according to standard timely corrective measures taken.,2
quality of environmental protection waste water air emissions environment xx lower specified law OR warning system automatically stop waste water disposal water quality water quality according to standard timely corrective measures taken.,2
launched small alternative service distribution channels,2
launched small alternative service distribution channel,2
discourages small alternative sales channels for companies.,2
discourages small alternate sales groove for companies.,2
operate modern refinery complex,2
operate modern refinery complex,2
operation of modern refinery complex,2
surgery of modernistic refinery complex,2
interim dividends paid holders banks preferred ordinary shares 19 september 2017,2
interim dividends pay holders banks preferred ordinary shares XIX september 2017,2
dividends paid holders banks preferred ordinary shares 19 september 2017,2
dividends paid holders banks preferred ordinary contribution 19 Sep 2017,2
ensure feedstock stability competitive costs logistics infrastructure management,2
ensure feedstock stability competitive costs logistics infrastructure direction,2
to ensure the stability of feedingstuffs competitive costs logistical - infrastructural management,2
to ensure the stability of feedingstuffs free-enterprise costs logistical - infrastructural management,2
company gives priority providing customers accurate information products,2
company ease_up anteriority providing customers accurate information products,2
Enterprises are committed to providing customers with advanced information products.,2
Enterprises are give to providing customers with advanced information products.,2
  havehas business relationship company parent company subsidiaries associated companies major shareholders persons controlling power way hinder ones independent judgment addition individual behave substantial shareholder person controlling power entity business relationship,2
havehas business relationship companionship parent companionship subsidiaries associated companies major shareholders persons controlling power way hinder ones independent judgment addition individual behave substantial shareholder person controlling power entity business relationship,2
hahas business relationship company parent company parent company subsidiaries associated companies principal person control authority away impede unabashed judgment zusatz single conduct substantive activity person control power entitat geschaftsbeziehungen entitat geschaftsbeziehungen.,2
hahas business human_relationship company parent company parent company subsidiaries associated companies principal person control authority away impede unabashed judgment zusatz single conduct substantive activity person control power entitat geschaftsbeziehungen entitat geschaftsbeziehungen.,2
united palm oil industry public company limited conducts business awareness social environmental responsibility enhance sustainable growth organisation society,2
united palm oil industry public company limited behavior business awareness social environmental duty enhance sustainable growth organisation society,2
Palm oil industry public company limited conducts business awareness social environmental responsibility enhance sustainable growth organization corporate society.,2
Palm oil industry public company limited conducts business awareness social environmental province enhance sustainable emergence organization corporate society.,2
10 february 2018 upoic supported tractor repair improve road surface ban mak bangsawan subdistrict prasaeng district surat thani province facilitate passerby people transportation agricultural product community,2
10 february 2018 upoic supported tractor repair improve road surface ban mak bangsawan subdistrict prasaeng district surat thani province facilitate passerby people transportation agricultural product community,2
10 februar 2018 upoic supported tractor repair improve road surface ban mak bangsawan subdistrict prasaeng district surat thani province facilitate passerby people transportation agricultural product community agricultural product community.,2
10 februar 2018 upoic supported tractor repair improve road surface ostracise mak bangsawan subdistrict prasaeng district surat thani province facilitate passerby people transportation agricultural product community agricultural product community.,2
qualified persons follows,2
characterise person follows,2
2 persons are qualified persons.,2
2 persons are qualify persons.,2
details monetary remuneration individual directors,2
detail monetary remuneration individual directors,2
unit of monetary amortization of individual directors,2
unit of monetary amortization of case-by-case directors,2
executives shall report holding upoics shares report change holding sec according section 59 securities exchange act 2535 3 days transaction date handing copy thereof company secretary report shareholding board quarter,2
executives shall report holding upoics shares report change holding sec according section 59 securities exchange act 2535 3 days transaction date hand copy thereof company secretary report shareholding board quarter,2
Corporations shall report holding upoics shares report change holding sec according to section 59 Securities Exchange Act 2535 3 days transaction date handing copy thereof company secretary report shareholding board quarterly.,2
Corporations shall report holding upoics shares report change holding sec according to section 59 Securities Exchange Act 2535 3 days transaction date handing copy thereof company secretary report shareholding board quarterly.,2
places great deal importance environmental impact prevention,2
places great deal importance environmental impact prevention,2
is very important to the prevention of environmental impacts.,2
is selfsame important to the prevention of environmental impacts.,2
companys recognition company employees valuable human resources playing critical role leading organization success board directors set companys policy devote best efforts develop upgrade employees potentials consistent basis,2
companys recognition company employees valuable human resources playing critical role leading organization success board director set companys policy devote best efforts break upgrade employees potentials consistent basis,2
company acknowledgment involve employees to play a decisive role driving organisation success board directors set company policies best efforts develop improvement collaborators potential consistent basis.,2
company acknowledgment involve employees to play a decisive role driving organisation success board directors set company policies best efforts develop improvement collaborators potential consistent basis.,2
labour protection act includes requirement employee terminated having employed employer uninterrupted period 20 years receives severance payment 400 days wages recent rate increased current maximum rate 300 days,2
labour protection act includes requirement employee terminated having employed employer uninterrupted period 20 years receives rupture payment 400 days wages recent rate increased current maximum rate 300 days,2
"arbeitschutzgesetz contains claim arbeitnehmer terminated, arbeitgeber has uninterrupted time period 20 years receiving 400 days lohne current rate raises current turnover 300 days.",2
"arbeitschutzgesetz contains claim arbeitnehmer terminated, arbeitgeber has uninterrupted time period 20 twelvemonth receiving 400 days lohne current rate raises current turnover 300 days.",2
signifi nt outcomes utilized expanded joint research planting rubber waste management development local courses environmental studies,2
signifi nt outcomes utilized amplify joint research planting rubber waste management development local courses environmental studies,2
signifi nt results used extended joint research planting rubber - waste management development local courses environmental studies.,2
signifi nt results used extended joint enquiry planting rubber - waste management development local flow environmental studies.,2
aromatics plants produce multiple byproducts,2
aromatics plants grow multiple byproducts,2
Organic plants produce several by-products,2
constitutive plant produce several by-products,2
ptt requires information disclosure prevent confl icts interest illegal improper activities boards policy business decisions management employees solely ptts best interests,2
ptt requires information revelation prevent confl icts interest illegal improper activities boards policy business decisions management employees solely ptts best interests,2
ptt demands to prevent the disclosure of information confl icts interests illegal undue activities of management policies geschaftsen decisions management only ptts best interest only ptts best interests.,2
ptt demand to prevent the disclosure of information confl icts interests illegal undue activities of management policies geschaftsen decisions management only ptts best interest only ptts best interests.,2
board directors entrusted shareholders manage companycs business honestly fairly indicated objects company compliance articles association company resolutions shareholdersc meetings according relevant regulations,2
board film_director entrusted shareholders manage companycs business honestly fairly indicated objects company compliance articles association company resolutions shareholdersc meetings according relevant rule,2
Board directors entrusted shareholders manage companycs business honestly indicated objects company compliance articles association company resolutions shareholdersc meetings according to relevant regulations.,2
Board directors entrusted shareholders manage companycs business honestly indicated physical_object company compliance articles association company resolutions shareholdersc meetings according to relevant regulations.,2
fine plastic particles recovered air purifying system plastic pellet plant feedstock,2
fine plastic particles recovered air purifying organisation plastic pellet imbed feedstock,2
Plastic air-cleaning systems regenerated plastic - pellet - fodder,2
Plastic air-cleaning systems regenerated shaping - pellet - fodder,2
regard selection methods companys chief executive officer nominating committee shall consider select current management qualified knowledge abilities understand companys business leadership experience leader organization able manage achieve objectives targets set board directors prohibited laws,2
regard selection methods companys chief executive officer nominating committee shall consider select current management qualified knowledge abilities understand companys business leadership experience leader organization able manage achieve objectives target set board directors prohibited laws,2
"Board of Directors prohibited by law disclaimer of selection methods conduct chief executive officer nominating committee elects current management skills understand business - leadership experience driving organization in the location, targets set to achieve objectives set board directors prohibited by law.",2
"Board of Directors prohibited by law disclaimer of selection method conduct chief executive officer nominating committee elects current management skills understand occupation - leadership experience driving organization in the location, targets set to achieve objectives set board directors prohibited by law.",2
achieved level excellent rating 2018 cg assessment thai listed companies thai institute directors association iod,2
achieved level excellent rating 2018 cg assessment thai listed companies thai establish theater_director association iod,2
rated rating 2018 cg assessment thai listed companies thai institute directors association iod,2
rated rating 2018 cg assessment thai listed keep_company thai institute directors association iod,2
completed life cycle assessment lca product 2016 ensuring able meet consumers demand environmentallyfriendly products future,2
completed life cycle assessment lca product 2016 ensuring able meet consumers demand environmentallyfriendly merchandise futurity,2
"Complete life cycle evaluation lca product 2016 ensure that driving, consumer demand of environmentally friendly products future.",2
"Complete life bike evaluation lca product 2016 ensure that driving, consumer demand of environmentally friendly production future.",2
support enhance suppliers operation aiming maximize efficiency,2
support enhance suppliers operation aiming maximise efficiency,2
utilizing the supplier to increase efficiency,2
employ the supplier to increase efficiency,2
business grows sustainably parallel society community environment,2
business grow sustainably parallel society community environment,2
economy grows sustainably parallel society in the community environment,2
economy produce sustainably parallel social_club in the community environment,2
replacement cost capitalized carrying assets probable company obtain future economic benefits transaction baan rock garden public company limited 125 18 able measure cost transaction reliably,2
replacement cost capitalized carry assets probable company obtain future economic benefits transaction baan rock garden public company limited cxxv 18 able measure cost transaction reliably,2
"substituting costs capitalized carry-bearing material likely society gain future economic use transactions baan rock garden open society limited to 125 18-hour, cost transaction easy to measure.",2
"substituting costs capitalized carry-bearing material likely society gain future economic use transactions baan rock garden open society limited to 125 18-hour, cost transaction easy to measure.",2
people human resource development raise level education provide citizens skills needed 21st century promote learning innovation improve quality life community society,2
people human resource development raise horizontal_surface education cater citizens skills needed 21st century promote learning innovation improve quality life community society,2
human resources - development of education level offer burger competencies impaired 21st century demand learning to improve quality of life community community society.,2
human resources - development of education level offer burger competency impaired 21st century demand learning to improve quality of life community community society.,2
responsible citizen business society taking proper care environment,2
responsible_for citizen business beau_monde taking proper care environment,2
Responsible awareness of the burgers in the corporate society and appropriate care of the environment.,2
Responsible awareness of the beefburger Indiana the corporate society and appropriate care of the environment.,2
technology advances physical world intertwined,2
technology advances physical world lace,2
Technological progress in the physical world,2
Technological procession in the physical world,2
control room temperature office 25 degree celsius,2
control room temperature office XXV degree celsius,2
room temperature control buro 25 degrees celsius,2
room temperature control buro 25 degrees Celsius,2
company monitor evaluate implementation safety occupational health working environment policy order control performance efficiency,2
company monitor evaluate implementation safety occupational health work environment policy order control performance efficiency,2
Monitor monitor evaluate implementation safety occupational health working environment policy order control performance efficiency,2
Monitor monitor evaluate implementation safety occupational health working environment policy order control execution efficiency,2
effective accounting period beginning 1 january 2020,2
effective account full_point beginning 1 january 2020,2
the recovery accounting period from 1 January 2020,2
the convalescence accounting period from 1 January 2020,2
treat employees fairly courteously paying respect individuality human dignity,2
treat employees fairly courteously paying respect individuality human dignity,2
The owners were very friendly and helpful. The hotel was clean and comfortable.,2
The owners live very friendly and helpful. The hotel was pick and comfortable.,2
computer grading technology position pattern papers fabric order fabric remnant cutting,2
computer grading engineering position pattern papers fabric edict fabric remnant cutting,2
Computer grading technology position pattern papers fabric order fabric remnant cutting,2
Computer place technology position pattern papers fabric order fabric remnant cutting,2
shareholders ie major minor institutional foreign shareholders entitled shareholder rights treated equitable fair basis accordance scope permissible law,2
shareholders ie major minor institutional foreign shareholders entitled shareholder rights treated equitable mediocre basis accordance scope permissible law,2
", i.e. large and small institutional foreign shareholders who are entitled to rights of action, treated on a fair and fair basis in accordance with the law to which they are entitled.",2
", i.e. large and low institutional extraneous shareholders who are entitled to rights of action, treated on a fair and fair basis in accordance with the law to which they are entitled.",2
price crude oil dropped expansion demand second half year,2
price crude oil dropped expansion demand second half yr,2
Alcohol price fell expansion demand in the second half of the year.,2
alcoholic_beverage price fell expansion demand in the second half of the year.,2
company requires director operate position ordinary partnership general partner limited partnership director limited company public company limited operates businesses nature companys direct indirect competition information positions disclosed appointment,2
company requires director operate position ordinary partnership general partner limited partnership director limited company public company limited operates business_sector nature company direct indirect competition information positions disclosed appointment,2
Commission requires director operate position ordinary partnership limited partnership director limited company public company limited operates businesses nature companies direct indirect competition information positions disclosed appointment appointment.,2
Commission requires director operate position ordinary partnership limited partnership director limited company public company limited operates businesses nature companies send indirect competition information positions disclosed appointment appointment.,2
strict adherence environmental standards laws regulations,2
strict adherence environmental standard law regulations,2
compliance with environmental standards and legislation,2
compliance with environmental standard and legislation,2
natural gas transmission pipeline project block valve station 6 ratchaburi wang noi construction 32 km 120 km pipelaying completed,2
natural gas transmission pipeline contrive block valve station 6 ratchaburi wang noi construction 32 km 120 km pipelaying completed,2
gas pipeline project block valve station 6 ratchaburi wang noi construction 32 km 120 km pipeline construction completed.,2
gas pipeline project block valve station 6 ratchaburi wang noi construction 32 kilometer 120 kilometer pipeline construction completed.,2
company arranges orientation new directors management includes factory tour observe production processes introduction nature business company subsidiaries,2
company arranges orientation new directors management include factory tour observe production processes introduction nature concern company subsidiaries,2
Organisational orientation of new directors management includes factory supply monitoring production processes introduction of natural company enterprises to the companies.,2
Organisational orientation of new directors management includes factory supply monitoring production processes introduction of natural company enterprises to the companies.,2
directors executives employees shall involved support type fraud corruption offeringaccepting bribe forms directly indirectly demanding taking benefits properties lead acts avoidance acts performance duties cause company lose benefits including prudent getting involved offering accepting gifts properties benefits,2
directors executives employees shall involved support type fraud corruption offeringaccepting bribe forms directly indirectly demanding taking benefits properties lead acts avoidance acts performance duties cause company fall_back benefits including prudent getting involved offering accepting gifts properties benefits,2
"b) Counterfeit company employed fraudulent fraudulent bidding bid fraud bidding forms directly indirectly demand, performance taking ownership actions avoiding actions performance obligations cause loss of performance including careful participation in offering gifts company benefits.",2
"b) Counterfeit company employed fallacious fallacious bidding bid fraud bidding forms directly indirectly demand, performance taking ownership actions avoiding actions performance obligations cause loss of performance include careful participation in offering gifts company benefits.",2
collaborated kasikorn bank develop ptt ewallet boost convenience enable quick payment consumers responding thailand 40 national epayment policy,2
collaborated kasikorn bank develop ptt ewallet boost convenience enable promptly payment consumers respond thailand 40 national epayment policy,2
kasikorn bank collaborated ewallet ptt boost convenience enable quick payment consumers responding thailand 40 national epayment policy.,2
kasikorn bank collaborated ewallet ptt boost convenience enable quick defrayal consumers responding thailand 40 national epayment policy.,2
entered purchase agreement land constructions development project company,2
entered purchase agreement landed_estate constructions growth project company,2
Contracts for purchase of land construction and development project company,2
Contracts for purchase of land construction and development project company,2
internal management specific ptt ptt group companies developing employees suit future operational needs,2
internal management specific ptt ptt group companies developing employees suit future functional needs,2
external management specific ptt ptt group companies develop co-workers for future operational needs.,2
external management specific ptt ptt group companies develop co-workers for future operational needs.,2
raise awareness importance data security adherence applicable principles,2
raise cognizance importance data security adherence applicable principles,2
sensitisation for the meaning of data security keeping applicable principles.,2
sensitisation for the meaning of data security_measure keeping applicable principles.,2
company annually disclosed shareholding changes companys shareholding directors management directly indirectly annual report,2
company annually disclosed shareholding deepen companys shareholding directors direction directly indirectly annual report,2
"Company's annual shareholding disclosures, company participation direct indirect management annual report",2
"Company's annual shareholding disclosures, party involution direct indirect management annual report",2
organizing outdoor market sell lowpriced products employees,2
orchestrate outdoor market sell lowpriced products employees,2
outdoor activities - market sale low-cost products co-workers,2
outdoor activity - market sale low-priced products co-workers,2
focus developing diverse range packaging high quality ecofriendly materials,2
focus develop diverse range packaging high quality ecofriendly material,2
is focused on the development of a wide range of high quality environmentally friendly packaging materials.,2
is focused on the development of a wide rank of high quality environmentally friendly packaging materials.,2
project mitigate smell disturbances transform waste pig farms biogas use community instead lpg woodfi red materials,2
project mitigate smell affray transform waste pig farms biogas use community instead lpg woodfi red materials,2
project odour solutions reduce waste pig breeding biogas use community instead of lpg wood fi red materials.,2
project olfactory_sensation solutions reduce waste pig procreation biogas use community instead of lpg wood fi red materials.,2
5 rs ensure quality environment remain higher prescribed standard minimizing impacts environment surrounding communities,2
5 rs ensure quality environment remain higher prescribed standard downplay impacts environment surrounding communities,2
5 rs ensure the quality of the environment still higher prescribed standard minimize effects of environment surrounding communities.,2
5 r ensure the quality of the environment still higher prescribed standard minimize effects of environment surrounding communities.,2
ptt supports coffee plantation growers tribespeople earn income selfreliant command better quality life promoting coffee planting production sustainable natural resource conservation system,2
ptt supports coffee plantation cultivator tribespeople earn income selfreliant command better quality life promoting coffee plant production sustainable natural resource conservation system,2
kaffe plantation farmers earn self-supporting orders better quality of life for the production of kaffe plantations sustainable natural resources - conservation system.,2
kaffe woodlet farmers earn self-supporting decree better quality of life for the production of kaffe plantations sustainable natural resources - conservation system.,2
implement circular economy researching developing innovations recycle raw materials waste increase value waste rd,2
implement rotary economy researching development innovations recycle raw materials waste increase value waste rd,2
researching the development of innovation recycles waste materials and wastes rd.,2
explore the development of innovation recycles waste materials and wastes rd.,2
company sells products principal markets ie domestic market japanese market export markets,2
company sells products principal market Internet_Explorer domestic market japanese market export market,2
sold domestic domestic market exports dh Japanese market export markets,2
sold domestic domestic market export dh Japanese market export markets,2
audit committee considered risk management policy risk assessment risk management plan approach committee set risk management committee president chairman working groups comprising management members risk management committee determined risk management policy system,2
audit committee considered risk management policy risk assessment risk management plan glide_slope committee set risk management committee president chairman working groups comprising management members risk management committee determined risk management policy system,2
"Risk Management Committee audits risk management policy, risk assessment plan proposal, setting out risk management committee prasident chairperson working groups composed of management members risk management committee established risk management policy system.",2
"Risk Management Committee audits risk management policy, risk assessment plan proposal, setting proscribed risk management citizens_committee prasident chairperson working groups composed of management members risk management citizens_committee established risk management policy system.",2
campaign wacoal spirit society company implanted new employees coorganize social community activities 2018 company arranged follow father sufficiently activity promote understanding words activities king rama ix elementary education school,2
campaign wacoal spirit society company implanted new employee coorganize social community activities 2018 company arranged follow father sufficiently activity promote understanding words activities king rama IX elementary education school,2
gopagne wacoal geist society projects implants new collaborators coordinate social community activities 2018 conduct orderly follow father enough activity demand worte actitat king rama ix primary school activity king rama ix primary school.,2
gopagne wacoal geist society projects implants new collaborators coordinate social community activity 2018 conduct orderly follow father enough activity demand worte actitat king rama ix master school activity king rama ix master school.,2
continuous development enhance potential organization human resource,2
continuous development enhance potential organisation human resource,2
Increasing development potential organisation human resources,2
increase development potential organisation human resources,2
indirect emissions example employee transportation noncorporate vehicles field conferences seminars use office supplies,2
indirect expelling example employee transportation noncorporate vehicles field conferences seminars habit office supplies,2
for indirect emissions demand for non-corporate vehicles field conferences seminares buro equipment.,2
for indirect emissions demand for non-corporate vehicles force_field conference seminares buro equipment.,2
